wav_relpath,gt_emotion,gt_sensitivity,pred,score
1.기쁨/0043_G2A4E1S0C0_GYJ/0043_G2A4E1S0C0_GYJ_001813.wav,Happy,행복하다,happy,0.9876
1.기쁨/0032_G1A4E1S0C0_KDD/0032_G1A4E1S0C0_KDD_001317.wav,Happy,자랑스럽다,angry,1.0
1.기쁨/0043_G2A4E1S0C0_GYJ/0043_G2A4E1S0C0_GYJ_000177.wav,Happy,굉장하다,surprised,1.0
1.기쁨/0032_G1A4E1S0C0_KDD/0032_G1A4E1S0C0_KDD_001066.wav,Happy,사랑스럽다,happy,1.0
1.기쁨/0032_G1A4E1S0C0_KDD/0032_G1A4E1S0C0_KDD_001579.wav,Happy,즐겁다,happy,0.9902
1.기쁨/0032_G1A4E1S0C0_KDD/0032_G1A4E1S0C0_KDD_001198.wav,Happy,영광스럽다,angry,0.9963
1.기쁨/0032_G1A4E1S0C0_KDD/0032_G1A4E1S0C0_KDD_000837.wav,Happy,반갑다,happy,0.5063
1.기쁨/0034_G2A4E1S0C0_LJH/0034_G2A4E1S0C0_LJH_001839.wav,Happy,행복하다,happy,1.0
1.기쁨/0043_G2A4E1S0C0_GYJ/0043_G2A4E1S0C0_GYJ_000555.wav,Happy,만족스럽다,happy,1.0
1.기쁨/0034_G2A4E1S0C0_LJH/0034_G2A4E1S0C0_LJH_001115.wav,Happy,사랑스럽다,happy,0.9066
1.기쁨/0032_G1A4E1S0C0_KDD/0032_G1A4E1S0C0_KDD_000711.wav,Happy,뭉클하다,happy,0.9971
1.기쁨/0034_G2A4E1S0C0_LJH/0034_G2A4E1S0C0_LJH_001817.wav,Happy,행복하다,happy,1.0
1.기쁨/0029_G2A4E1S0C0_KJE/0029_G2A4E1S0C0_KJE_001918.wav,Happy,행복하다,happy,0.9989
1.기쁨/0029_G2A4E1S0C0_KJE/0029_G2A4E1S0C0_KJE_001231.wav,Happy,영광스럽다,surprised,1.0
1.기쁨/0043_G2A4E1S0C0_GYJ/0043_G2A4E1S0C0_GYJ_000416.wav,Happy,만족스럽다,surprised,1.0
1.기쁨/0029_G2A4E1S0C0_KJE/0029_G2A4E1S0C0_KJE_001530.wav,Happy,자유롭다,happy,0.9221
1.기쁨/0029_G2A4E1S0C0_KJE/0029_G2A4E1S0C0_KJE_001440.wav,Happy,자랑스럽다,angry,0.9977
1.기쁨/0043_G2A4E1S0C0_GYJ/0043_G2A4E1S0C0_GYJ_000656.wav,Happy,만족스럽다,surprised,0.9711
1.기쁨/0032_G1A4E1S0C0_KDD/0032_G1A4E1S0C0_KDD_001736.wav,Happy,즐겁다,happy,1.0
1.기쁨/0034_G2A4E1S0C0_LJH/0034_G2A4E1S0C0_LJH_001328.wav,Happy,자랑스럽다,surprised,0.9999
1.기쁨/0034_G2A4E1S0C0_LJH/0034_G2A4E1S0C0_LJH_000024.wav,Happy,고맙다,happy,0.9898
1.기쁨/0034_G2A4E1S0C0_LJH/0034_G2A4E1S0C0_LJH_001193.wav,Happy,영광스럽다,surprised,0.5592
1.기쁨/0043_G2A4E1S0C0_GYJ/0043_G2A4E1S0C0_GYJ_000386.wav,Happy,만족스럽다,happy,1.0
1.기쁨/0043_G2A4E1S0C0_GYJ/0043_G2A4E1S0C0_GYJ_001878.wav,Happy,행복하다,surprised,1.0
1.기쁨/0029_G2A4E1S0C0_KJE/0029_G2A4E1S0C0_KJE_000051.wav,Happy,고맙다,happy,1.0
1.기쁨/0029_G2A4E1S0C0_KJE/0029_G2A4E1S0C0_KJE_000615.wav,Happy,만족스럽다,sad,0.9853
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_001842.wav,Sad,안타깝다,sad,1.0
2.슬픔/0036_G1A4E2S0C0_BJS/0036_G1A4E2S0C0_BJS_000749.wav,Sad,불행하다,sad,0.52
2.슬픔/0036_G1A4E2S0C0_BJS/0036_G1A4E2S0C0_BJS_001254.wav,Sad,쓸쓸하다,sad,1.0
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_001641.wav,Sad,안타깝다,sad,0.9062
2.슬픔/0036_G1A4E2S0C0_BJS/0036_G1A4E2S0C0_BJS_000748.wav,Sad,불행하다,sad,0.9721
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_000843.wav,Sad,불행하다,sad,1.0
2.슬픔/0037_G1A4E2S0C0_SJH/0037_G1A4E2S0C0_SJH_000716.wav,Sad,불쌍하다,sad,0.9994
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_000769.wav,Sad,불행하다,sad,1.0
2.슬픔/0035_G1A3E2S0C0_KIH/0035_G1A3E2S0C0_KIH_000429.wav,Sad,그립다,sad,1.0
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_000206.wav,Sad,괴롭다,fearful,1.0
2.슬픔/0037_G1A4E2S0C0_SJH/0037_G1A4E2S0C0_SJH_001141.wav,Sad,시무룩하다,sad,0.9933
2.슬픔/0036_G1A4E2S0C0_BJS/0036_G1A4E2S0C0_BJS_001403.wav,Sad,쓸쓸하다,sad,1.0
2.슬픔/0035_G1A3E2S0C0_KIH/0035_G1A3E2S0C0_KIH_000035.wav,Sad,가엾다,surprised,0.8917
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_000448.wav,Sad,그립다,sad,0.9963
2.슬픔/0035_G1A3E2S0C0_KIH/0035_G1A3E2S0C0_KIH_001694.wav,Sad,안타깝다,sad,1.0
2.슬픔/0036_G1A4E2S0C0_BJS/0036_G1A4E2S0C0_BJS_001652.wav,Sad,안타깝다,sad,1.0
2.슬픔/0037_G1A4E2S0C0_SJH/0037_G1A4E2S0C0_SJH_000022.wav,Sad,가엾다,neutral,1.0
2.슬픔/0037_G1A4E2S0C0_SJH/0037_G1A4E2S0C0_SJH_001595.wav,Sad,안타깝다,sad,0.9999
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_001487.wav,Sad,아쉽다,sad,1.0
2.슬픔/0036_G1A4E2S0C0_BJS/0036_G1A4E2S0C0_BJS_001587.wav,Sad,안타깝다,sad,0.7326
2.슬픔/0035_G1A3E2S0C0_KIH/0035_G1A3E2S0C0_KIH_001688.wav,Sad,안타깝다,sad,1.0
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_001991.wav,Sad,억울하다,fearful,1.0
2.슬픔/0037_G1A4E2S0C0_SJH/0037_G1A4E2S0C0_SJH_000527.wav,Sad,보잘것없다,neutral,0.9771
2.슬픔/0035_G1A3E2S0C0_KIH/0035_G1A3E2S0C0_KIH_001074.wav,Sad,서럽다,sad,0.9999
2.슬픔/0035_G1A3E2S0C0_KIH/0035_G1A3E2S0C0_KIH_000022.wav,Sad,가엾다,sad,0.9989
2.슬픔/0037_G1A4E2S0C0_SJH/0037_G1A4E2S0C0_SJH_000364.wav,Sad,그립다,sad,1.0
2.슬픔/0037_G1A4E2S0C0_SJH/0037_G1A4E2S0C0_SJH_001229.wav,Sad,시무룩하다,sad,0.9997
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_000959.wav,Sad,서럽다,sad,0.7501
2.슬픔/0035_G1A3E2S0C0_KIH/0035_G1A3E2S0C0_KIH_000741.wav,Sad,불쌍하다,sad,0.7089
2.슬픔/0036_G1A4E2S0C0_BJS/0036_G1A4E2S0C0_BJS_001861.wav,Sad,안타깝다,sad,1.0
2.슬픔/0035_G1A3E2S0C0_KIH/0035_G1A3E2S0C0_KIH_001695.wav,Sad,안타깝다,surprised,1.0
2.슬픔/0036_G1A4E2S0C0_BJS/0036_G1A4E2S0C0_BJS_000669.wav,Sad,불쌍하다,fearful,0.8734
2.슬픔/0036_G1A4E2S0C0_BJS/0036_G1A4E2S0C0_BJS_000128.wav,Sad,가엾다,sad,1.0
2.슬픔/0035_G1A3E2S0C0_KIH/0035_G1A3E2S0C0_KIH_001011.wav,Sad,서럽다,fearful,0.8379
2.슬픔/0036_G1A4E2S0C0_BJS/0036_G1A4E2S0C0_BJS_001394.wav,Sad,쓸쓸하다,sad,0.9975
2.슬픔/0037_G1A4E2S0C0_SJH/0037_G1A4E2S0C0_SJH_001153.wav,Sad,시무룩하다,sad,0.9992
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_000414.wav,Sad,그립다,sad,0.9969
2.슬픔/0036_G1A4E2S0C0_BJS/0036_G1A4E2S0C0_BJS_001582.wav,Sad,안타깝다,sad,1.0
2.슬픔/0037_G1A4E2S0C0_SJH/0037_G1A4E2S0C0_SJH_001445.wav,Sad,아쉽다,sad,0.9988
2.슬픔/0036_G1A4E2S0C0_BJS/0036_G1A4E2S0C0_BJS_001666.wav,Sad,안타깝다,sad,1.0
2.슬픔/0037_G1A4E2S0C0_SJH/0037_G1A4E2S0C0_SJH_001522.wav,Sad,아쉽다,neutral,1.0
2.슬픔/0036_G1A4E2S0C0_BJS/0036_G1A4E2S0C0_BJS_001121.wav,Sad,서럽다,happy,0.855
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_001458.wav,Sad,아쉽다,sad,1.0
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_000524.wav,Sad,보잘것없다,sad,1.0
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_001861.wav,Sad,안타깝다,sad,0.5112
2.슬픔/0035_G1A3E2S0C0_KIH/0035_G1A3E2S0C0_KIH_000798.wav,Sad,불행하다,sad,1.0
2.슬픔/0037_G1A4E2S0C0_SJH/0037_G1A4E2S0C0_SJH_000016.wav,Sad,가엾다,sad,1.0
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_001292.wav,Sad,쓸쓸하다,sad,1.0
2.슬픔/0036_G1A4E2S0C0_BJS/0036_G1A4E2S0C0_BJS_001567.wav,Sad,안타깝다,sad,1.0
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_001609.wav,Sad,안타깝다,sad,0.9998
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_000002.wav,Angry,경멸스럽다,neutral,0.8469
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001000.wav,Angry,뻔뻔스럽다,angry,1.0
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_001372.wav,Angry,억울하다,angry,1.0
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_001478.wav,Angry,억울하다,angry,1.0
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001123.wav,Angry,아니꼽다,angry,1.0
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_001287.wav,Angry,악랄하다,neutral,1.0
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001556.wav,Angry,언짢다,happy,0.9998
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_000577.wav,Angry,밉다,angry,0.42
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_000271.wav,Angry,기막히다,angry,0.9503
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_000776.wav,Angry,배은망덕하다,angry,1.0
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_000712.wav,Angry,밉다,angry,1.0
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_001741.wav,Angry,언짢다,happy,0.9897
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_000890.wav,Angry,부당하다,surprised,0.4218
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001025.wav,Angry,뻔뻔스럽다,angry,1.0
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_000180.wav,Angry,기막히다,angry,0.9951
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_001578.wav,Angry,언짢다,neutral,1.0
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_000203.wav,Angry,기막히다,happy,0.7028
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_000953.wav,Angry,뻔뻔스럽다,angry,0.9911
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_001812.wav,Angry,짜증스럽다,angry,0.9993
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001360.wav,Angry,억울하다,surprised,0.9972
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_001206.wav,Angry,아니꼽다,angry,0.7942
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001663.wav,Angry,언짢다,angry,1.0
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_001108.wav,Angry,아니꼽다,happy,0.9192
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_000840.wav,Angry,부당하다,surprised,0.986
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_000287.wav,Angry,기막히다,surprised,0.9999
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_000867.wav,Angry,부당하다,surprised,0.6037
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_001634.wav,Angry,언짢다,angry,0.8524
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_000752.wav,Angry,배은망덕하다,happy,0.4689
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_001683.wav,Angry,언짢다,angry,1.0
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_002114.wav,Angry,치욕스럽다,angry,0.9981
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_001002.wav,Angry,뻔뻔스럽다,surprised,0.7495
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_001512.wav,Angry,언짢다,surprised,1.0
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_000709.wav,Angry,밉다,angry,0.9895
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_000511.wav,Angry,무례하다,angry,1.0
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001417.wav,Angry,억울하다,surprised,1.0
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_001114.wav,Angry,아니꼽다,surprised,1.0
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_000201.wav,Angry,기막히다,angry,1.0
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_001099.wav,Angry,아니꼽다,surprised,0.9498
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_000884.wav,Angry,부당하다,surprised,1.0
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001045.wav,Angry,아니꼽다,angry,1.0
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001538.wav,Angry,언짢다,angry,1.0
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_000214.wav,Angry,기막히다,surprised,1.0
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_000307.wav,Angry,기막히다,neutral,1.0
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_000455.wav,Angry,끔찍하다,happy,0.6413
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_000576.wav,Angry,밉다,angry,1.0
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_001100.wav,Angry,아니꼽다,surprised,0.9993
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_000219.wav,Angry,기막히다,surprised,0.9761
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_001607.wav,Angry,언짢다,neutral,0.9987
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_000527.wav,Angry,무례하다,happy,0.9668
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_000445.wav,Angry,끔찍하다,angry,1.0
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_000805.wav,Anxious,두렵다,angry,0.9999
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_000103.wav,Anxious,갑갑하다,sad,0.8393
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_001318.wav,Anxious,심란하다,surprised,1.0
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_001133.wav,Anxious,심란하다,happy,1.0
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_000714.wav,Anxious,두렵다,surprised,0.8808
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_000467.wav,Anxious,다급하다,surprised,0.9951
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_000852.wav,Anxious,불확실하다,surprised,1.0
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_000213.wav,Anxious,고통스럽다,surprised,1.0
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_001238.wav,Anxious,심란하다,neutral,0.9999
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_000424.wav,Anxious,다급하다,surprised,0.9947
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_000895.wav,Anxious,불확실하다,surprised,1.0
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001623.wav,Anxious,위험하다,happy,0.9706
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_000548.wav,Anxious,두렵다,fearful,0.9477
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_000076.wav,Anxious,갑갑하다,sad,1.0
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001853.wav,Anxious,의심스럽다,surprised,1.0
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_000471.wav,Anxious,다급하다,fearful,0.9986
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001927.wav,Anxious,조마조마하다,surprised,1.0
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_001149.wav,Anxious,심란하다,sad,0.9934
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_001020.wav,Anxious,수상하다,sad,1.0
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001962.wav,Anxious,조마조마하다,surprised,0.9817
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_001468.wav,Anxious,약하다,sad,1.0
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001455.wav,Anxious,아득하다,surprised,1.0
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_000570.wav,Anxious,두렵다,fearful,1.0
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_001316.wav,Anxious,심란하다,sad,0.9998
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001865.wav,Anxious,의심스럽다,surprised,1.0
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_000157.wav,Anxious,고통스럽다,fearful,1.0
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_001218.wav,Anxious,심란하다,sad,1.0
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_001721.wav,Anxious,의심스럽다,neutral,1.0
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_000609.wav,Anxious,두렵다,fearful,0.3636
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_000290.wav,Anxious,꺼림칙하다,surprised,0.883
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_000347.wav,Anxious,꺼림칙하다,surprised,1.0
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_000368.wav,Anxious,다급하다,surprised,0.6987
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_000246.wav,Anxious,꺼림칙하다,neutral,0.5686
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_000737.wav,Anxious,두렵다,surprised,0.7274
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_000534.wav,Anxious,두렵다,surprised,0.9905
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001646.wav,Anxious,의심스럽다,surprised,0.9971
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_001655.wav,Anxious,의심스럽다,surprised,0.9997
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001860.wav,Anxious,의심스럽다,surprised,1.0
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_001512.wav,Anxious,위험하다,sad,1.0
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_000580.wav,Anxious,두렵다,surprised,0.4867
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_001699.wav,Anxious,의심스럽다,surprised,1.0
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_001516.wav,Anxious,위험하다,sad,0.851
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_000857.wav,Anxious,불확실하다,surprised,1.0
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_001435.wav,Anxious,아득하다,sad,1.0
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001058.wav,Anxious,수상하다,happy,0.9783
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_000284.wav,Anxious,꺼림칙하다,surprised,1.0
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_000382.wav,Anxious,다급하다,surprised,1.0
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_000570.wav,Anxious,두렵다,surprised,0.9908
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001424.wav,Anxious,아득하다,happy,0.6235
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_000591.wav,Anxious,두렵다,surprised,0.8525
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001798.wav,Hurt,슬프다,neutral,1.0
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_000271.wav,Hurt,괴롭다,sad,0.9954
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001193.wav,Hurt,뼈아프다,sad,0.8998
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_001268.wav,Hurt,뼈아프다,angry,0.57
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_001974.wav,Hurt,쓰리다,sad,1.0
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_000721.wav,Hurt,못되다,neutral,1.0
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001266.wav,Hurt,뼈아프다,surprised,0.6487
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001034.wav,Hurt,불행하다,sad,1.0
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000578.wav,Hurt,냉정하다,sad,1.0
