wav_relpath,gt_emotion,gt_sensitivity,pred,score,index,probabilities
2.슬픔/0036_G1A4E2S0C0_BJS/0036_G1A4E2S0C0_BJS_001121.wav,Sad,서럽다,neu,1.0,0,"[1.0, 0.0, 0.0, 0.0]"
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_001458.wav,Sad,아쉽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_000524.wav,Sad,보잘것없다,neu,0.5946,0,"[0.5946, 0.142, 0.2634, 0.0]"
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_001861.wav,Sad,안타깝다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
2.슬픔/0035_G1A3E2S0C0_KIH/0035_G1A3E2S0C0_KIH_000798.wav,Sad,불행하다,hap,0.9954,2,"[0.0, 0.0, 0.9954, 0.0045]"
2.슬픔/0037_G1A4E2S0C0_SJH/0037_G1A4E2S0C0_SJH_000016.wav,Sad,가엾다,neu,0.999,0,"[0.999, 0.0, 0.001, 0.0]"
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_001292.wav,Sad,쓸쓸하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
2.슬픔/0036_G1A4E2S0C0_BJS/0036_G1A4E2S0C0_BJS_001567.wav,Sad,안타깝다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
2.슬픔/0033_G2A3E2S0C0_KMA/0033_G2A3E2S0C0_KMA_001609.wav,Sad,안타깝다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_000002.wav,Angry,경멸스럽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001000.wav,Angry,뻔뻔스럽다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_001372.wav,Angry,억울하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_001478.wav,Angry,억울하다,neu,0.9899,0,"[0.9899, 0.0101, 0.0001, 0.0]"
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001123.wav,Angry,아니꼽다,hap,0.9113,2,"[0.0, 0.0887, 0.9113, 0.0]"
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_001287.wav,Angry,악랄하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001556.wav,Angry,언짢다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_000577.wav,Angry,밉다,hap,0.9999,2,"[0.0, 0.0001, 0.9999, 0.0]"
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_000271.wav,Angry,기막히다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_000776.wav,Angry,배은망덕하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_000712.wav,Angry,밉다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_001741.wav,Angry,언짢다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_000890.wav,Angry,부당하다,neu,0.9998,0,"[0.9998, 0.0002, 0.0, 0.0]"
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001025.wav,Angry,뻔뻔스럽다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_000180.wav,Angry,기막히다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_001578.wav,Angry,언짢다,ang,0.7934,1,"[0.0562, 0.7934, 0.1504, 0.0]"
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_000203.wav,Angry,기막히다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_000953.wav,Angry,뻔뻔스럽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_001812.wav,Angry,짜증스럽다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001360.wav,Angry,억울하다,ang,0.9967,1,"[0.0, 0.9967, 0.0033, 0.0]"
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_001206.wav,Angry,아니꼽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001663.wav,Angry,언짢다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_001108.wav,Angry,아니꼽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_000840.wav,Angry,부당하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_000287.wav,Angry,기막히다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_000867.wav,Angry,부당하다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_001634.wav,Angry,언짢다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_000752.wav,Angry,배은망덕하다,hap,0.9993,2,"[0.0, 0.0007, 0.9993, 0.0]"
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_001683.wav,Angry,언짢다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_002114.wav,Angry,치욕스럽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_001002.wav,Angry,뻔뻔스럽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_001512.wav,Angry,언짢다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_000709.wav,Angry,밉다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_000511.wav,Angry,무례하다,ang,0.8246,1,"[0.0, 0.8246, 0.1754, 0.0]"
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001417.wav,Angry,억울하다,ang,0.9996,1,"[0.0, 0.9996, 0.0004, 0.0]"
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_001114.wav,Angry,아니꼽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_000201.wav,Angry,기막히다,hap,0.9849,2,"[0.0, 0.0151, 0.9849, 0.0]"
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_001099.wav,Angry,아니꼽다,ang,0.9991,1,"[0.0, 0.9991, 0.0009, 0.0]"
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_000884.wav,Angry,부당하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001045.wav,Angry,아니꼽다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
3.분노/0044_G2A5E3S0C0_KTH/0044_G2A5E3S0C0_KTH_001538.wav,Angry,언짢다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_000214.wav,Angry,기막히다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_000307.wav,Angry,기막히다,neu,0.9991,0,"[0.9991, 0.0002, 0.0007, 0.0]"
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_000455.wav,Angry,끔찍하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_000576.wav,Angry,밉다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
3.분노/0043_G2A4E3S0C0_GYJ/0043_G2A4E3S0C0_GYJ_001100.wav,Angry,아니꼽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_000219.wav,Angry,기막히다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_001607.wav,Angry,언짢다,ang,0.7533,1,"[0.139, 0.7533, 0.1077, 0.0]"
3.분노/0018_G2A3E3S0C0_JBR/0018_G2A3E3S0C0_JBR_000527.wav,Angry,무례하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
3.분노/0006_G1A3E3S0C0_LHJ/0006_G1A3E3S0C0_LHJ_000445.wav,Angry,끔찍하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_000805.wav,Anxious,두렵다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
